Projet	Titre du projet	Title Translated	Engagement de GdB (USD)	Descriptif	Agence de financement	Source de Financement	Région	Province	Commune	A l’Echelle National	Secteur	Sous-Secteur
BDI/000532	Réhabilitation eau II	Réhabilitation eau II			CEPBU; PMU Inter Life	ONG	Sud; Ouest; Centre-Est; Nord	Muyinga; Bubanza; Muramvya; Bururi; Gitega; Cibitoke	Non spécifié	Non	DISTRIBUTION D’EAU ET ASSAINISSEMENT	Distribution d’eau potable de base et assainissement de base
BDI/000533	Réhabilitation et RéintégrationIII	Rehabilitation and RéintégrationIII			CEPBU; PMU Inter Life	ONG	Sud; Ouest	Bujumbura Rural; Bururi; Cibitoke	Non spécifié	Non	AIDE HUMANITAIRE	Aide à la reconstruction et réhabilitation
BDI/000534	ABATANGAMUCO	ABATANGAMUCO			Janet Craig	Privé	Ouest; Centre-Est; Nord	Kayanza; Ngozi; Bubanza; Kirundo; Bujumbura Rural; Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Renforcement de la société civile
BDI/000535	L'engagement des membres de la communauté dans le développement	The involvement of community members in the development			Agence danoise pour le développement international	Danemark	Centre-Est	Cankuzo; Ruyigi	Non spécifié	Non	AIDE HUMANITAIRE	Aide à la reconstruction et réhabilitation
BDI/000536	Promouvoir l'Unité et l'acceptation entre rapatriés et ceux qui sont restés sur leurs collines	Promote unity and acceptance between returnees and those who remained on their hills			Agence danoise pour le développement international	Danemark	Centre-Est	Cankuzo; Ruyigi	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000537	Projet de prévention du paludisme	Malaria prevention project			Global Fund; UNICEF	Global found; Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	SANTE	Santé de base
BDI/000538	NZOKIRA	NZOKIRA			Department for International Development (DFID)	Royaume-Uni	Ouest; Centre-Est; Nord	Muyinga; Ngozi; Bubanza; Kirundo; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Gitega	Non spécifié	Non	SANTE	Santé, général
BDI/000539	IZERE, Education et VIH/SIDA	IZERE, Education et VIH/SIDA			Patsy Collins Trust Initiative	États Unis d'Amérique	Centre-Est	Gitega	Non spécifié	Non	SANTE	Éducation et formation médicales
BDI/000540	GEZAHO BPRM: " STOP! Prévention des violences sexuelles et prise en charge communautaire des victimes des violences"	GEZAHO BPRM: "STOP sexual violence prevention and community care for victims of violence!"			Bureau of population, Refugees and migration; CARE International	États Unis d'Amérique; ONG	Nord	Muyinga	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000541	Projet CDV militaire	Military CDV project			Department of Defense	États Unis d'Amérique	Ouest	Bujumbura Rural; Mairie de Bujumbura; Cibitoke	Non spécifié	Non	SANTE	Éducation sanitaire
BDI/000542	Projet "Coordination MSF au Burundi"	Projet "Coordination MSF au Burundi"			Médecins Sans Frontières Belgique	ONG	Non spécifié	Non spécifié	Non spécifié	Non	FRAIS ADMINISTRATIFS DES DONNEURS	Frais administratifs
BDI/000543	Prise en charge aux urgences dans le domaine médicale et sanitaire	Support to emergencies in the medical and health field			Médecins Sans Frontières Belgique	ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	AIDE HUMANITAIRE	Assistance matérielle et services d’urgence
BDI/000544	Projet SERUKA: Prise en charge des victimes des violences sexuelles	SERUKA Project: Support for victims of sexual violence			Irish Aid; Médecins Sans Frontières Belgique	Irlande; ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000545	Projet Réhabilitation à base communautaire	Community Based Rehabilitation Project			Direction Général du Development et de la Cooperation (DGDC); Handicap International Belgique	Belgique; ONG	Non spécifié	Non spécifié	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000546	Appui au Réseau des associations de personnes handicapées au Burundi	Support Network of Associations of Disabled Persons in Burundi			Direction Général du Development et de la Cooperation (DGDC); Handicap International Belgique	Belgique; ONG	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Droits de la personne
BDI/000547	Consolidation des actions de prise en charge des personnes handicapées	Share Consolidation care of persons with disabilities			Commission de l'Union Européenne; ECHO; Handicap International Belgique	Commission de l'Union Européenne; ONG	Sud; Ouest; Centre-Est; Nord	Muyinga; Mairie de Bujumbura; Makamba; Gitega	Non spécifié	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000548	ISHAKA: Courage pour l'avenir	Ishaka: Courage for the future			NIKE Foundation	ONG	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Renforcement de la société civile
BDI/000549	Appui au programme de santé Nyanza Lac et Rumonge	Program support health and Nyanza Lac Rumonge			ECHO	Commission de l'Union Européenne	Sud	Bururi; Makamba	Non spécifié	Non	SANTE	Santé de base
BDI/000550	Renforcement des capacités (enquêtes et évaluations)	Capacity (surveys and evaluations)			Cordaid	ONG	Sud; Ouest	Bubanza; Bururi; Makamba	Non spécifié	Non	SANTE	Formation de personnel de santé
BDI/000551	UMWIZERO"Un avenir positif pour les femmes au Burundi	Umwizero "A positive future for women in Burundi			Norvège	Norvège	Nord	Kayanza; Ngozi; Kirundo	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000552	Financement sur la performance de Cankuzo	Financing performance Cankuzo			Cordaid	ONG	Centre-Est	Cankuzo	Non spécifié	Non	SANTE	Santé de base
BDI/000553	Projet VIH/SIDA Bubanza et Cankuzo	Projet HIV / Shida Bubanza et Cankuzo			Cordaid	ONG	Ouest; Centre-Est	Cankuzo; Bubanza	Non spécifié	Non	SANTE	Éducation sanitaire
BDI/000554	Opérations support budget	Carrier operations budget			Cordaid	ONG	Non spécifié	Non spécifié	Non spécifié	Non	SANTE	Infrastructure pour la santé de base
BDI/000555	Shelter: Construction	Shelter: Construction			Ministère des Affaires Etrangères Norvégienne; UNICEF	Nations Unies; Norvège	Sud; Ouest; Centre-Est; Nord	Muyinga; Ngozi; Bubanza; Rutana; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Cibitoke	Non spécifié	Non	AIDE HUMANITAIRE	Aide à la reconstruction et réhabilitation
BDI/000556	Programme de l'initiative pour le renforcement des Capacités de Programmation, de Mise en œuvre, de suivi, d'évaluation de la Stratégie de Réduction de la Pauvreté au Burundi "Prime Burundi"	Assessment Strategy Poverty Reduction in Burundi "Prime Burundi" program initiative for Capacity Building Programming of Implementation, monitoring,			African Capacity Building Fund	ACBF	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Politique / planification économique et du développement
BDI/000557	ICLA: Information Conseil, Assistance Juridique	ICLA: Council Information, Legal Assistance			Direction Général du Development et de la Cooperation (DGDC); Ministère des Affaires Etrangères Norvégienne; Sida; UNICEF	Belgique; Nations Unies; Norvège; Suède	Sud; Ouest; Centre-Est; Nord	Muyinga; Cankuzo; Rutana; Bujumbura Rural; Ruyigi; Makamba	Non spécifié	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000558	Gestion des camps des réfugiés	Management of refugee camps			Ministère des Affaires Etrangères Norvégienne	Norvège	Non spécifié	Non spécifié	Non spécifié	Non	AIDE HUMANITAIRE	Assistance matérielle et services d’urgence
BDI/000559	Projet Education CNR	Projet Education CNR			Ministère des affaires étrangères de la Suède; Ministère des Affaires Etrangères Norvégienne; Norwegian Agency for Development Cooperation (NORAD)	Norvège; Suède	Sud; Ouest; Centre-Est	Bubanza; Rutana; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Makamba; Cibitoke	Non spécifié	Non	EDUCATION	Enseignement primaire
BDI/000560	Projet intégré de cantine scolaire	Integrated project canteen			WV Canada	ONG	Centre-Est	Cankuzo; Karuzi	Non spécifié	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000561	Projet de promouvoir les infrastructures sanitaires	Project to promote health infrastructure			WV Hong Kong; WV Korea	ONG	Non spécifié	Non spécifié	Non spécifié	Non	SANTE	Infrastructure pour la santé de base
BDI/000562	Projet sur la violence basée sur le genre	Project on gender-based violence			WV Australia	ONG	Nord	Muyinga	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000563	Projet d'éducation sur la prise en charge médicale pour les soins primaire	Education on medical care project for primary care			WV Hong Kong	ONG	Centre-Est	Karuzi	Non spécifié	Non	SANTE	Éducation sanitaire
BDI/000564	Projet de Santé Cankuzo et Muyinga	Health Project Cankuzo and Muyinga			WV US	ONG	Centre-Est; Nord	Muyinga; Cankuzo	Non spécifié	Non	SANTE	Santé, général
BDI/000565	Projet de Sécurité alimentaire en Province de Cankuzo	Draft Food Safety Province Cankuzo			WV Germany	ONG	Centre-Est	Cankuzo	Non spécifié	Non	AGRICULTURE	Développement agricole
BDI/000566	Appui à la culture du Manioc	Support for culture Cassava			WV Canada	ONG	Centre-Est; Nord	Muyinga; Karuzi	Non spécifié	Non	AGRICULTURE	Production agricole
BDI/000567	Projet de microfinancement	Microfinance project			Catholic Relief Services	ONG	Ouest	Bujumbura Rural	Non spécifié	Non	BANQUES ET SERVICES FINANCIERS	Intermédiaires financiers du secteur informel et semi formel
BDI/000568	GEZAHO NORGE	NORGE GEZAHO			Ministère des Affaires Etrangères Norvégienne	Norvège	Ouest	Bubanza; Bujumbura Rural	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000569	Projet multisectoriel	Multisectoral			Catholic Relief Services	ONG	Non spécifié	Non spécifié	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Aide plurisectorielle
BDI/000570	Prise en charge médicale et psychosociale des personnes vivant avec le VIH/SIDA à travers les visites et les soins à domicile	Medical and psychosocial care for people living with HIV / AIDS through visits and home care			Catholic Relief Services	ONG	Non spécifié	Non spécifié	Non spécifié	Non	SANTE	Services médicaux
BDI/000571	Appui à la lutte contre le VIH/SIDA	Support the fight against HIV / AIDS			Catholic Relief Services	ONG	Non spécifié	Non spécifié	Non spécifié	Non	SANTE	Santé, général
BDI/000572	Contribution des leaders religieux sur le processus de consolidation de la paix au Burundi	Contribution of religious leaders in the process of consolidating peace in Burundi			Conférence Mondiale des Religions pour la Paix	ONG	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits
BDI/000573	Projet Martin Luther King Jr	Projet Martin Luther King Jr.			Catholic Relief Services	ONG	Ouest	Bujumbura Rural; Mairie de Bujumbura	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000574	Paix et réconciliation	Peace and reconciliation			Catholic Relief Services	ONG	Ouest; Centre-Est; Nord	Muyinga; Mairie de Bujumbura; Ruyigi	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000575	Great lake casava initiative	Great lake casava initiative			BMGF	ONG	Non spécifié	Non spécifié	Non spécifié	Non	AGRICULTURE	Développement agricole
BDI/000576	Projet de renforcement des capacités techniques en agriculture, éducation aux droits de l'homme et appui aux infrastructures éducatives en province de Karuzi	Draft technical capacity in agriculture, education for human rights and support educational infrastructure Karuzi			CISV	ONG	Centre-Est	Karuzi	Non spécifié	Non	AGRICULTURE; EDUCATION	Éducation et formation dans le domaine agricole; Enseignement primaire
BDI/000577	Appui à certains enfants non accompagnés de Gitega et Karusi	Support some unaccompanied children and Gitega Karusi			CISV	ONG	Non spécifié	Non spécifié	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000578	Renforcement de la filière de production des semenses de qualité pour l'amélioration de la production agricole en province de Karusi	Strengthening the production chain semenses quality to improve agricultural production in the province of Karusi			CISV	ONG	Centre-Est	Karuzi	Non spécifié	Non	AGRICULTURE	Production agricole
BDI/000579	Projet d'urgence pour l'électrification et l'alimentation solaire du CDS de Rugwiza (NYABIKERE)	Emergency project for the electrification and solar power CDS Rugwiza (Nyabikere)			Ministère des affaires Etrangères Italiennes	Italie	Centre-Est	Karuzi	Non spécifié	Non	AIDE HUMANITAIRE	Reconstruction et réhabilitation
BDI/000580	Amélioration des conditions sanitaires, alimentaires et d'approvisionnement hydrauliques	Improvement of sanitary conditions and food supply hydraulic			CISV; Ministère des affaires Etrangères Italiennes	Italie; ONG	Ouest	Cibitoke	Non spécifié	Non	AIDE HUMANITAIRE	Aide à la reconstruction et réhabilitation
BDI/000581	Appui à la réinsertion sociale des familles déplacées vivant dans les casernes militaires	Support the reintegration of displaced families living in military barracks			Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP))	Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Maintien de la paix à l’issue d’un conflit (NU)
BDI/000582	Programme d'appui à la décentralisation	Support decentralization program			Swiss Agency for Development and Cooperation (SDC)	Suisse	Nord	Ngozi	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Administration gouvernementale
BDI/000583	Appui budgétaire au gouvernement burundais	Budget support to the Government of Burundi			Banque Africaine de Développement	Banque Africaine de Développement	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	AIDE-PROGRAMME ET AIDE SOUS FORME DE PRODUITS	Soutien budgétaire
BDI/000584	ODI Fellows dans les Ministères(Santé, Finances, REFES)	ODI Fellows in Ministries (Health, Finance, REFES)			Department for International Development (DFID)	Royaume-Uni	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Politique / planification économique et du développement
BDI/000585	Assistance technique à travers le FMI	Technical assistance through the IMF			Department for International Development (DFID)	Royaume-Uni	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Administration gouvernementale
